20,14/08/2026 14:30,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIStatusRow.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIRightControlPanel.qml,Them note tieng Viet cho layout panel,Giai thich cac gia tri width; height; margin; spacing; font; icon va radius co the chinh tay
21,15/08/2026 09:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml,Them thong so pin Consumed,Hien thi BatteryFact mahConsumed theo don vi mAh trong khung Battery
22,15/08/2026 09:30,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml,Co dinh Functions panel,Khoa contentY bang 0 va tat Flickable interaction de lan chuot khong lam noi dung di chuyen
23,15/08/2026 10:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\FlyViewCustomLayer.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\QGroundControl\FlyView\FlyViewTopRightColumnLayout.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\resources.qrc,Di chuyen nut camera,Chuyen PhotoVideoControl tu goc phai sang x 3.8 phan tram y 27.5 phan tram de khong bi FunctionsPanel che
24,15/08/2026 10:15,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\FlyViewCustomLayer.qml,Sua loi PhotoVideoControl not a type,Them import QGroundControl.FlightMap de FlyView khoi tao duoc
25,15/08/2026 10:30,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIRightControlPanel.qml,Tich hop Plan vao nut Mission,Nut Mission goi allowViewSwitch va showPlanView de mo moi truong tao ke hoach day du
26,15/08/2026 11:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\QGroundControl\MainWindow.qml,Them nut quay lai Fly,Hien thi Back to Fly tren man hinh Plan va goi showFlyView khi bam
27,15/08/2026 11:30,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIMavlinkActionsPanel.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\FlyViewCustomLayer.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\resources.qrc,Hien thi action JSON truc tiep,Them panel co dinh ben trai FunctionsPanel va gui lenh bang MavlinkActionManager goc cua QGC
28,15/08/2026 12:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\QGroundControl\FlyView\FlyViewToolStripActionList.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\resources.qrc,Bo menu Additional Actions cu,Loai nut menu action mac dinh khoi toolstrip vi action JSON da hien thi trong panel co dinh
29,15/08/2026 17:45,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\QGroundControl\FlyView\FlyViewToolStripActionList.qml,Sua loi GuidedActionTakeoff not a type,Them import QGroundControl.FlyView cho file override custom
30,15/08/2026 18:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\QGroundControl\FlyView\FlyViewAdditionalActionsButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\resources.qrc,Sua loi ToolStripActionList not a type,Bo override danh sach va chi override AdditionalActionsButton thanh action an
31,15/08/2026 18:10,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\src\FlyView\FlyViewAdditionalActionsButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\resources.qrc,Sua loi FlyView khong khoi dong do custom override,Bo override custom va an truc tiep menu Additional Actions trong module FlyView goc
32,15/08/2026 18:45,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIMavlinkActionsPanel.qml,Them nut an hien panel camera,Thu gon Camera Gimbal Actions thanh nut mui ten nho va cho phep mo lai khi can
33,15/08/2026 19:15,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIMissionPanel.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIPanelTabButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\resources.qrc,Redesign button panel phai,Button nen sang bo tron lon text den voi accent theo chuc nang va trang thai hover pressed active
34,15/08/2026 19:35,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIPanelTabButton.qml,Tinh chinh mau button theo mau,Trang den voi hover focus tim pressed xam va mau rieng cho Return Emergency mode active
35,15/08/2026 19:50,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIRightControlPanel.qml,Doi mau nen panel,Nen xanh lam nhat trong suot voi vien va duong phan cach xanh sang
36,16/08/2026 09:15,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml,Giam do bo goc button 20 phan tram,Button thuong 16 thanh 12.8; compact 14 thanh 11.2; input 11 thanh 8.8
37,16/08/2026 09:30,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml,Doi mau nen button,Nen thuong xanh la nhat #C8F0CF; hover #D9F7DE; pressed #A9DDB4; disabled giu xam
38,16/08/2026 09:45,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml,Doi mau theo mau tham chieu,Button dung gradient xanh oliu dam sang xanh vang sang va vien xanh lam
39,16/08/2026 10:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml,Tinh chinh vien gradient,Button thuong vien xanh lam; Return To Home vien xanh duong; Emergency Landing vien do
40,16/08/2026 10:15,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml,Doi gradient button sang xanh duong vien den,Nen gradient xanh duong dam sang xanh nhat; tat accent mau tren vien; vien den #111111
41,16/08/2026 10:30,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIPanelTabButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml,Tang kich thuoc button nhe,Tang chieu cao button thuong 33 thanh 36; compact 31 thanh 34; tab va input tang tuong ung
42,16/08/2026 11:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIModernButton.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIRightControlPanel.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIStatusRow.qml,Redesign panel dark glassmorphism,Them nen xanh den trong suot; vien cyan; button gradient toi; card telemetry neon; value box toi va text trang
43,16/08/2026 11:30,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml,Them popup xem toan bo vehicle log,Bam card PreArm de mo log MAVLink formattedMessages day du trong cua so cuon va co the chon copy
44,16/08/2026 12:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml,Dung tieu de Vehicle Messages theo QGC,Popup log dung cung nguon activeVehicle.formattedMessages va hien thi cung ten voi muc Vehicle Messages goc
45,20/08/2026 20:39,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\src\Settings\AppSettings.cc;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\QGroundControl\Controls\AppSettings.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_source_vi_VN.ts;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_json_vi_VN.ts,Them localization tieng Viet,Language selector chua co Tieng Viet va HTI catalog chua ton tai,Them Tiếng Việt vao selector QGC; chuyen Close sang qsTr; tao catalog qgc_source_vi_VN va qgc_json_vi_VN,Runtime loader cua QGC tu dong nap :/i18n/qgc_source_vi_VN.qm va :/i18n/qgc_json_vi_VN.qm theo locale vi_VN
46,20/08/2026 21:10,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\src\PlanView\CameraCalcCamera.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_source_vi_VN.ts;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_json_vi_VN.ts,Mo rong localization Cài đặt va Lập kế hoạch,Catalog tieng Viet chua co chuoi sinh tu Settings JSON va Plan View,QGC JSON catalog dich menu nhom va tuy chon cai dat; source catalog dich nut va editor tao nhiem vu,Khong thay doi logic QGC hoac MAVLink
47,20/08/2026 21:25,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\src\MissionManager\MissionController.cc;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\src\PlanView\PlanInfoEditor.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\src\PlanView\MissionDefaultsEditor.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_source_vi_VN.ts,Dich bo sung man hinh thiet lap nhiem vu,Ten nhom Plan Info Defaults va cac nhan tao nhiem vu con hien tieng Anh,Them ban dich cho thong tin ke hoach mau nhiem vu Alt Frame waypoint va toc do; dich ten Survey Corridor Scan Structure Scan,Khong thay doi logic lap ke hoach
48,20/08/2026 22:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_source_vi_VN.ts;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_json_vi_VN.ts,Dich toan bo giao dien QGroundControl sang tieng Viet,Catalog tieng Viet chi co mot phan chuoi HTI va Plan View,Dich bo sung toan bo chuoi qgc.ts va qgc-json.ts; giu nguyen thuat ngu MAVLink PX4 ArduPilot Auto Loiter QLoiter RTL WP,Khong thay doi backend hoac logic bay
49,21/08/2026 00:30,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_source_vi_VN.ts,Dich log MAVLink trong popup Vehicle Messages,Log STATUS_TEXT do firmware gui ve la chuoi dong khong tu dich bang qsTr,Them bo dich mau PreArm EKF AHRS RCOut IMU Barometer ArduPilot va giu nguyen id cam bien dai PWM gia tri sampling,Khong thay doi MAVLink telemetry hoac Vehicle backend
50,21/08/2026 01:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\custom\HTI\qml\HTIFunctionsPanel.qml,Fix log FunctionPanel khong day du,Vehicle.formattedMessages bi xoa khi VehicleMessageList goi resetAllMessages,FunctionPanel luu lich su rieng tu newFormattedMessage va dong bo snapshot ban dau de popup khong mat log,Khong thay doi Vehicle MAVLink telemetry
51,21/08/2026 02:00,C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_source_vi_VN.ts;C:\Users\ADMIN\Desktop\QG\qgroundcontrol\translations\qgc_json_vi_VN.ts,Chuan hoa dich thuat ngu UAV,Thuat ngu may dich ARM Takeoff Land Vehicle Failsafe va flight mode chua dung nghia UAV,Chuan hoa ARM thanh Khoi dong may bay; Disarm thanh Tat may; Takeoff thanh Cat canh; Land thanh Ha canh; Vehicle thanh Phuong tien; giu Failsafe Loiter RTL MAVLink PX4 ArduPilot Auto Guided,Khong thay doi backend
