Timestamp,Request,FilesModified,FilesCreated,Summary,RootCause,Fix,BackendChanged,CoreChanged,BuildResult,TestResult,Notes
2026-08-22 18:30:00,Fix Qt Creator C++ standard code model,.qtcreator/CMakeLists.txt.user,None,Aligned local Qt Creator configuration with the HTI Debug Ninja build and explicit C++20 compile settings.,Qt Creator was configured for Release and NMake Makefiles JOM while the active HTI build used Debug Ninja and C++20.,Set Debug Ninja build parameters, custom/HTI overlay, C++20, and compile_commands export for the existing build directory.,No,No,NOT_RUN,Verified CustomOptions compile command includes -std:c++20.,Run CMake or reopen the Qt Creator project to refresh diagnostics.
2026-08-22 19:00:00,Integrate all Vietnamese WAV assets,custom/HTI/CMakeLists.txt;custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Embedded and mapped all 64 supplied WAV files to HTI voice events and controlled firmware status patterns.,Only 18 WAV files were previously embedded and mapped.,Generated a QRC from wav_output and expanded event mapping across connection, flight, mission, GPS/RTK, battery, pre-arm, safety, and camera states.,No,No,PASS,Debug build passed; verified 64 WAV mappings and 64 QRC entries.,Additional events can be invoked through HTIVoiceManager.speakEvent using their mapped names.
2026-08-22 19:30:00,Create dynamic number WAV recording list,custom/HTI/Voice/DANH_SACH_AM_THANH_SO_GHEP_EXCEL.csv,None,Added an Excel-ready bilingual recording script for composing distance altitude and battery announcements offline.,Dynamic numeric announcements cannot be represented by the existing fixed-sentence WAV files.,Listed Vietnamese and English prefixes units decimal words number vocabulary and special Vietnamese number forms.,No,No,NOT_RUN,CSV BOM and row structure verified.,Record all required rows before implementing the number-audio composer.
2026-08-22 20:00:00,Add dynamic bilingual WAV flight announcements,custom/HTI/CMakeLists.txt;custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Added offline WAV announcement composition for flown distance relative altitude and periodic battery percentage in the current UI language.,Distance altitude and periodic battery values needed dynamic offline audio without using cloud or runtime TTS.,Queued all 132 bundled WAV files into Vietnamese or English number sequences; announce every 1 km distance every 100 m altitude and every 5 minutes after arming while retaining interruption and duplicate controls.,No,No,NOT_RUN,Verified all 132 WAV files are present and referenced; user will build with Qt manually.,Static Vietnamese alerts remain suppressed in English UI and core English speech remains suppressed in Vietnamese UI.
2026-08-22 20:15:00,Fix MSVC C3495 static lambda captures,custom/HTI/Voice/HTIVoiceManager.cc,None,Removed invalid captures of function-local static QStringList values from the WAV number-composition lambdas.,MSVC rejected captures of static storage variables with C3495.,The lambdas retain only the automatic append callback; static word lists remain accessible directly.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully; final link was blocked because Debug/NGroundControl.exe is running.,Close NGroundControl before rebuilding to release the executable lock.
2026-08-22 20:45:00,Fix Qt Creator C++20 code model and Voice diagnostics,.qtcreator/CMakeLists.txt.user;custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc;custom/HTI/CustomPlugin.h;custom/HTI/CustomPlugin.cc,None,Restored Qt Creator's Ninja C++20 configuration and removed substantive HTI Voice diagnostics.,Qt Creator was analyzing the HTI module as C++98 despite the real Debug Ninja build using C++20; Voice code also had style and safety findings.,Configured Ninja C++20 and compile commands; added braces explicit null checks safe QStringList access qint64 timing and a table-driven status-text mapping.,No,No,COMPILE_PASS,CustomPlugin.cc and HTIVoiceManager.cc compile successfully with MSVC C++20.,Close the running application before a full link because NGroundControl.exe remains locked.
2026-08-22 21:00:00,Announce altitude decreases,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Changed altitude alert tracking to announce a crossed 100 m step while ascending or descending.,The prior one-way next-altitude threshold emitted only as relative altitude rose.,Track the current 100 m altitude step and emit once whenever it differs from the previously announced step; reset state on arming or active vehicle changes.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled with MSVC C++20.,No MAVLink Vehicle LinkManager or telemetry backend changes.
2026-08-22 21:15:00,Increase HTI WAV speech rate,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Changed offline HTI WAV playback to run at a modestly faster 1.12x rate.,QSoundEffect does not expose playback-rate control and Vietnamese WAV prompts were too slow.,Use QMediaPlayer and QAudioOutput with a persistent 1.12x playback rate and reduce queued segment spacing from 80 ms to 25 ms.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No WAV files or telemetry backend logic changed.
2026-08-22 21:30:00,Create Excel WAV request for the meter unit,custom/HTI/Voice/DANH_SACH_AM_THANH_DO_CAO_MET_EXCEL.csv,None,Created an Excel-compatible WAV recording request for the Vietnamese meter unit.,Altitude alerts below one kilometer require a meter WAV rather than the existing kilometer asset.,Added a UTF-8 BOM CSV with the vi_met.wav filename and its spoken text.,No,No,NOT_RUN,Verified UTF-8 BOM and CSV row contents.,Place the recorded vi_met.wav file in custom/HTI/Voice/wav_output before integrating meter announcements.
2026-08-22 21:45:00,Create bilingual meter WAV recording list,custom/HTI/Voice/DANH_SACH_AM_THANH_DO_CAO_MET_VI_EN_EXCEL.csv,None,Created an Excel-compatible Vietnamese and English recording list for altitude units below one kilometer.,The original CSV was open and locked while adding English unit prompts.,Created a new UTF-8 BOM CSV with vi_met.wav en_meter.wav and en_meters.wav.,No,No,NOT_RUN,Verified UTF-8 BOM and all four CSV rows.,Place the completed WAV files in custom/HTI/Voice/wav_output before integration.
2026-08-22 22:00:00,Use meter WAV units for low altitude,custom/HTI/Voice/HTIVoiceManager.cc;custom/HTI/Voice/wav_output/vi_met.wav;custom/HTI/Voice/wav_output/en_meter.wav;custom/HTI/Voice/wav_output/en_meters.wav,None,Altitude announcements below one kilometer now use integer meters in the current UI language.,Low altitude was announced as fractional kilometers despite the new meter-unit recordings.,Compose the integer value with vi_met.wav or the matching English singular or plural meter WAV; preserve kilometer composition at and above one kilometer.,No,No,COMPILE_PASS,Voice object compiled with MSVC C++20 and the generated QRC contains 135 WAV files including all three meter assets.,No MAVLink Vehicle LinkManager or telemetry backend changes.
2026-08-22 22:15:00,Set HTI WAV speech to 1.20x,custom/HTI/Voice/HTIVoiceManager.cc,None,Set the offline HTI WAV playback rate to 1.20x.,The user requested speech 20 percent faster than the original WAV speed.,Changed the QMediaPlayer playback-rate constant from 1.12 to 1.20.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No WAV or alert logic changes.
2026-08-22 22:30:00,Truncate low-altitude meter fractions,custom/HTI/Voice/HTIVoiceManager.cc,None,Low-altitude speech now drops the fractional meter value rather than rounding it.,Rounding could announce 335 meters for a measured altitude of 334.8 meters.,Use qFloor for altitude below one kilometer so both 334.3 and 334.9 meters announce as 334 meters.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No WAV or other alert logic changes.
2026-08-22 22:45:00,Remove Vietnamese number filler word,custom/HTI/Voice/HTIVoiceManager.cc,None,Removed the Vietnamese filler-word WAV from generated number announcements.,The filler word made altitude speech sound awkward.,Stop appending vi_le.wav when the tens digit is zero while retaining the hundred tens and unit WAV sequence.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No WAV or other alert logic changes.
2026-08-22 23:00:00,Announce remaining battery every 5 percent decrease,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Added a dynamic battery percentage voice alert after each five-percentage-point decrease.,Battery was previously announced on a fixed time interval.,Track the first or last announced battery percentage; announce the current remaining percentage once it declines by at least five points and reset the reference afterwards.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,Existing low and critical battery alerts remain enabled.
2026-08-23 00:15:00,Create Home and total-distance WAV recording list,custom/HTI/Voice/DANH_SACH_AM_THANH_KHOANG_CACH_HOME_TONG_EXCEL.csv,None,Created a bilingual Excel recording list to distinguish aircraft-to-Home distance from cumulative flight distance.,The two QGC Facts need distinct spoken prefixes before they can be announced clearly with WAV-only output.,Added four UTF-8 BOM CSV rows for Vietnamese and English Home-distance and total-traveled-distance prefixes.,No,No,NOT_RUN,Verified CSV row contents and UTF-8 BOM.,Place the recorded WAV files in custom/HTI/Voice/wav_output before mapping the two distance alerts.
2026-08-23 16:45:00,Announce Home and total distance every 3 km,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc;custom/HTI/Voice/wav_output/vi_khoang_cach_den_home.wav;custom/HTI/Voice/wav_output/vi_tong_quang_duong_da_bay.wav;custom/HTI/Voice/wav_output/en_distance_to_home.wav;custom/HTI/Voice/wav_output/en_total_distance_traveled.wav,None,Added distinct Home-distance and cumulative-distance WAV announcements on each additional three kilometers flown.,The original alert reported cumulative distance every one kilometer without distinguishing it from distance to Home.,Read distanceToHome first and flightDistance second at the 3 km 6 km 9 km thresholds; use meters below one kilometer and kilometers at or above it.,No,No,COMPILE_PASS,Voice object compiled with MSVC C++20; generated QRC contains all four new distance assets and 139 WAV files.,No MAVLink Vehicle LinkManager or telemetry backend changes.
2026-08-23 17:00:00,Restore coherent Qt Creator build configuration,.qtcreator/CMakeLists.txt.user,None,Aligned Qt Creator's saved build configuration with the existing Release Ninja build directory.,The project file contained Debug and NMake settings while the active CMake cache was Release and Ninja, which can prevent Qt Creator from loading its Build configuration consistently.,Set Release Ninja C++20 and compile-command parameters to match the current build cache.,No,No,NOT_RUN,Verified Qt Creator project settings cache and compile commands agree on Release Ninja C++20.,Restart Qt Creator or reopen the project to reload the updated user configuration.
2026-08-23 17:15:00,Separate Home-distance announcement interval,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Made aircraft-to-Home distance voice alerts independent from cumulative-flight-distance alerts.,Home distance was spoken only when total distance crossed a three-kilometer boundary.,Track a dedicated one-kilometer Home-distance threshold while retaining three-kilometer cumulative-distance thresholds.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No MAVLink Vehicle LinkManager or telemetry backend changes.
2026-08-23 17:30:00,Announce Home distance while returning,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Home-distance alerts now trigger when crossing one-kilometer boundaries while moving away from or back toward Home.,The prior dedicated Home threshold only triggered as distance increased.,Track the current one-kilometer distanceToHome step and announce once whenever it changes in either direction.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No MAVLink Vehicle LinkManager or telemetry backend changes.
2026-08-23 17:45:00,Announce Home distance every 100 m below one kilometer,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Added finer Home-distance announcements while returning within one kilometer of Home.,One-kilometer reporting was too coarse during the final approach.,Track 100-meter steps below one kilometer and announce once when distanceToHome decreases across the 900 m 800 m 700 m boundaries; rising distance only resets the baseline.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No MAVLink Vehicle LinkManager or telemetry backend changes.
2026-08-23 18:00:00,Add low-altitude landing voice cadence,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Added detailed altitude announcements during the final landing approach.,The former 100-meter altitude cadence was too coarse below 50 meters.,Announce each descending 10-meter threshold below 50 meters; below 10 meters repeat when audio is idle until altitude reaches zero or the vehicle disarms, then clear active audio.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No MAVLink Vehicle LinkManager or telemetry backend changes.
2026-08-23 18:15:00,Announce altitude below one meter once,custom/HTI/Voice/HTIVoiceManager.h;custom/HTI/Voice/HTIVoiceManager.cc,None,Prevented repeated zero-meter prompts once altitude falls below one meter.,Continuous alerts below ten meters could repeat the truncated zero-meter value while armed.,Track a one-shot below-one-meter flag; preserve continuous alerts only between one and ten meters and reset after rising above one meter rearming or losing altitude data.,No,No,COMPILE_PASS,HTIVoiceManager.cc compiled successfully with MSVC C++20.,No MAVLink Vehicle LinkManager or telemetry backend changes.
2026-08-22 15:45:00,Create Vietnamese WAV recording list,custom/HTI/Voice/DANH_SACH_GIONG_NOI_VIET.md,None,Documented exact HTI voice prompts with proposed WAV filenames priorities cooldowns and audio format.,Voice events needed a consistent recording script before replacing TTS with bundled WAV files.,Added a recording-ready Vietnamese prompt list for the implemented events.,No,No,NOT_RUN,Markdown checked.,Use these names when supplying offline voice assets.
2026-08-22 16:00:00,Create Vietnamese WAV recording CSV,custom/HTI/Voice/DANH_SACH_GIONG_NOI_VIET.csv,None,Added an Excel-friendly CSV with event, WAV filename, spoken text, priority, and cooldown.,Recording workflow needs a structured handoff file.,Created the CSV equivalent of the voice prompt list.,No,No,NOT_RUN,CSV structure checked.,Use UTF-8 when opening in Excel.
2026-08-22 16:10:00,Fix Vietnamese CSV encoding for Excel,custom/HTI/Voice/DANH_SACH_GIONG_NOI_VIET_EXCEL.csv,None,Created a UTF-8 BOM CSV so Excel detects Vietnamese text correctly on direct open.,The original UTF-8 CSV had no BOM and Excel treated it as a legacy Windows code page.,Added a verified BOM-prefixed Excel-compatible CSV with the same 18 voice prompts.,No,No,NOT_RUN,Verified first bytes EF BB BF and parsed all 18 rows.,Open the _EXCEL.csv file directly in Excel.
2026-08-22 16:30:00,Expand Vietnamese WAV recording CSV,custom/HTI/Voice/DANH_SACH_GIONG_NOI_VIET_MO_RONG_EXCEL.csv,None,Added a broader recording script across connection flight mission GPS RTK battery pre-arm safety and system events.,The initial recording list covered only the currently implemented events.,Created a BOM-prefixed Excel CSV that distinguishes implemented TTS events from proposed WAV mappings.,No,No,NOT_RUN,CSV structure checked.,Record proposed rows before the later WAV event-mapping implementation.
